Sociedad,Linea Negocio,Orden de Compra,Pais de Origen,Fecha Orden,Sol. Compra,Fecha Solicitud,Codigo Proveedor,Tipo de Compra,Proveedor,CANCELED,U_EXM_CARGADOA,N° Documento,Nombre de cliente,Estado,Número de artículo,LineNum,Part Number,Dscription,Tipo Producto,Fecha Necesaria,UM,Modalidad,Solicitado,Pendiente,Moneda,Precio,Total Moneda,Total Soles,Total dolares,LineId,Max Liena,U_HAK_IMPORT,U_HAK_FEPFAB,1° Reprogramacion,2° Reprogramacion,3° Reprogramacion,4° Reprogramacion,5° Reprogramacion,6° Reprogramacion,7° Reprogramacion,Total,Ultima Fecha,Fecha P Consolidador,Fecha R Consolidador,Cantidad Embarcada,Fecha ETD,Fecha ETA Callao,Fecha ETA Marco,Embarque,Procedencia,REGULARIZACIÓN,CentroCosto,U_EXM_CARGADOA2,FreeTxt,Modalidad Original,Promedio Tiempo Total,Dias adicionales,Th_Art_Prov_Local,Var_Art_Prov_Local,Varm_Art_Prov_Local,Th_Fam_Prov_Local,Var_Fam_Prov_Local,Varm_Fam_Prov_Local,Th_Prov_Local,Var_Prov_Local,Varm_Prov_Local,Th_Fam_Local,Var_Fam_Local,Varm_Fam_Local,Th_Art_Prov_Pa_Imp,Var_Art_Prov_Pa_Imp,Varm_Art_Prov_Pa_Imp,Th_Fam_Prov_Pa_Imp,Var_Fam_Prov_Pa_Imp,Varm_Fam_Prov_Pa_Imp,Th_Prov_Pa_Imp,Var_Prov_Pa_Imp,Varm_Prov_Pa_Imp,Th_Fam_Pa_Imp,Var_Fam_Pa_Imp,Varm_Fam_Pa_Imp,Facturacion Aproximada,ETA Marco,ETA Marco Moderado,ETA Marco Maximo,Rango,Cat ETA
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18110007174,0,LL/KFG1-5W2-S25 924,BOMBA DE ACEITE DE 2LT (COD. VGBR KFG1-5W2-S25924),Equipos,2026-08-22,EQUIPO,LOCAL,45,45,USD,610.78,27485.1,94026.53,27485.1,1.0,1,,,,,,,,,,0,,,,45,,,,,, ,9110,,,LOCAL,0,0.0,104,92,46,116,223,112,98,173,87,44,160,80,0,0,0,0,0,0,0,0,0,0,0,0,,2026-09-09,2026-10-25 00:00:00,2026-12-10 00:00:00,[2026-09-09 00:00:00-2026-12-10 00:00:00],Cat M
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A20100000112,1,LL/86400,MOTOR HIDRAULICO PARA GRASA ALTA PRESION,Equipos,2026-07-28,UNIDAD,LOCAL,2,2,USD,4268.49,8536.98,29205.01,8536.98,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9110,,,LOCAL,0,0.0,223,296,148,116,223,112,98,173,87,44,160,80,0,0,0,0,0,0,0,0,0,0,0,0,,2027-01-06,2027-06-03 00:00:00,2027-10-29 00:00:00,[2027-01-06 00:00:00-2027-10-29 00:00:00],Cat M
MP,UNIFORMES Y EQ. SEGU,265705435,PE,2026-06-17,265104772.0,2026-06-17,P20131529008,Local,SEKUR PERU S.A.,,ST,,,,A18130008187,13,2000 T/XL,TRAJE TIVEK MICROGARD 2000 TALLA XL,,2026-06-20,UNIDAD,AEREO,40,40,USD,3.98,159.2,538.41,159.2,1.0,1,,,,,,,,,,0,,,,120,,,,,, ,9708,,,AEREO,0,0.0,3,1,1,0,0,0,6,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-05,2026-07-06 00:00:00,2026-07-06 00:00:00,[2026-07-05 00:00:00-2026-07-06 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265705198,US,2026-06-08,265104528.0,2026-06-08,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265002221.0,TUMI CONTRATISTAS MINEROS S.A.C,Abierto,A26060000163,0,12010237,"VALVULA DG4V-3-2C-M-FTWL-B8-60-P15, DG4V32CMFTWLB860P15",Repuestos,2026-08-07,UNIDAD,AEREO,12,12,USD,185.2556,2223.0672,7654.03,2223.07,1.0,1,,2026-07-10,2026-09-23,,,,,,,1,2026-09-23,,,12,,,,,, ,9531,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,67,140,70,49,129,65,48,108,54,2026-09-30 00:00:00.000000000,2026-10-19,2026-10-22 00:00:00,2026-10-22 00:00:00,[2026-10-19 00:00:00-2026-10-22 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265705198,US,2026-06-08,265104528.0,2026-06-08,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265002221.0,TUMI CONTRATISTAS MINEROS S.A.C,Abierto,A26060000164,1,02-329116,VALVULA DG5V-8-H-2C-M-FTWL-B-10,Repuestos,2026-08-07,UNIDAD,AEREO,4,4,USD,675.8416,2703.3664,9307.7,2703.37,1.0,1,,2026-08-07,2026-08-11,,,,,,,1,2026-08-11,,,4,,,,,, ,9531,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,67,140,70,49,129,65,48,108,54,2026-08-18 00:00:00.000000000,2026-09-06,2026-09-09 00:00:00,2026-09-09 00:00:00,[2026-09-06 00:00:00-2026-09-09 00:00:00],Cat A
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A19010000085,3,LL/80078,BOMBA ELECTRICA P653S 220VAC,Repuestos,2026-07-28,PIEZA,LOCAL,2,2,USD,1797.64,3595.28,12299.45,3595.28,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9110,,,LOCAL,0,0.0,106,137,69,94,159,80,98,173,87,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-09-11,2026-11-19 00:00:00,2027-01-26 00:00:00,[2026-09-11 00:00:00-2027-01-26 00:00:00],Cat M
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18110007155,4,LL/161-210-020,SAFETY VALVE VGGV 161-210-020,Accesorios,2026-08-22,PIEZA,LOCAL,50,50,USD,63.71,3185.5,10897.6,3185.5,1.0,1,,,,,,,,,,0,,,,50,,,,,, ,9110,,,LOCAL,0,0.0,73,125,63,102,167,84,98,173,87,18,89,45,0,0,0,0,0,0,0,0,0,60,18,9,,2026-08-09,2026-10-11 00:00:00,2026-12-12 00:00:00,[2026-08-09 00:00:00-2026-12-12 00:00:00],Cat M
MP,HIDRAULI. COMPONENTE,265705198,US,2026-06-08,265104528.0,2026-06-08,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265002221.0,TUMI CONTRATISTAS MINEROS S.A.C,Abierto,A20100000067,2,DG4V 3 6C M FTWL B6-60,ELECTROVALVULA A/N 02-110359 DG4V 3 6C M FTWL B6-60,Repuestos,2026-08-07,UNIDAD,AEREO,1,1,USD,202.5884,202.5884,697.52,202.59,1.0,1,,2026-07-08,,,,,,,,0,2026-07-08,,,1,,,,,, ,9531,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,67,140,70,49,129,65,48,108,54,2026-07-15 00:00:00.000000000,2026-08-03,2026-08-06 00:00:00,2026-08-06 00:00:00,[2026-08-03 00:00:00-2026-08-06 00:00:00],Cat A
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18110007101,5,LL/278931,VALVULA DE VENTEO ELECTRICA,Accesorios,2026-07-28,PIEZA,LOCAL,4,4,USD,703.72,2814.88,9629.7,2814.88,1.0,1,,,,,,,,,,0,,,,4,,,,,, ,9110,,,LOCAL,0,0.0,60,89,45,102,167,84,98,173,87,18,89,45,0,0,0,0,0,0,0,0,0,60,18,9,,2026-07-27,2026-09-10 00:00:00,2026-10-24 00:00:00,[2026-07-27 00:00:00-2026-10-24 00:00:00],Cat M
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18110007153,6,LL/VPBM-5,PROGRESSIVE FEEDERS   VGAB VPBM-5,Accesorios,2026-08-22,PIEZA,LOCAL,20,20,USD,136.44,2728.8,9335.22,2728.8,1.0,1,,,,,,,,,,0,,,,20,,,,,, ,9110,,,LOCAL,0,0.0,64,34,17,102,167,84,98,173,87,18,89,45,0,0,0,0,0,0,0,0,0,60,18,9,,2026-07-31,2026-08-17 00:00:00,2026-09-03 00:00:00,[2026-07-31 00:00:00-2026-09-03 00:00:00],Cat M
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18130007303,7,LL/86535,CONTROLADOR,Repuestos,2026-07-28,PIEZA,LOCAL,2,2,USD,287,574,1963.65,574,1.0,1,,,,,,,,,,0,,,,2,,,,,, ,9110,,,LOCAL,0,0.0,50,7,4,94,159,80,98,173,87,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-17,2026-07-21 00:00:00,2026-07-24 00:00:00,[2026-07-17 00:00:00-2026-07-24 00:00:00],Cat M
MP,MANGUERA Y CONEXION,265700241,PE,2026-01-11,,2026-01-11,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110005964,25,7N-06Z,"ADAPTADOR RECTO HEMBRA NPT 3/8"" A HEMBRA NPT 3/8""",Adaptador,2026-01-13,PIEZA,LOCAL,54,3,USD,0.546,29.484,99.2,29.48,1.0,1,,,,,,,,,,0,,,,54,,,,,, ,9111,,,LOCAL,0,0.0,4,6,3,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-09 00:00:00,2026-07-12 00:00:00,[2026-07-06 00:00:00-2026-07-12 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110006233,42,GN-06PKZ,"ADAPTADOR TEE HEMBRA NPT 3/8""A HEMBRA NPT 3/8""A HEMBRA NPT 3/8""",Adaptador,2026-01-13,PIEZA,LOCAL,35,23,USD,1.742,60.97,205.16,60.97,1.0,1,,,,,,,,,,0,,,,35,,,,,, ,9111,,,LOCAL,0,0.0,5,8,4,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-07,2026-07-11 00:00:00,2026-07-15 00:00:00,[2026-07-07 00:00:00-2026-07-15 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A22110000405,102,5N-24-12Z,"ADAPTADOR BUSHING MACHO NPT 1.1/2"" A HEMBRA NPT 3/4""",Adaptador,2026-01-13,PIEZA,LOCAL,40,38,USD,2.9185,116.74,392.83,116.74,1.0,1,,,,,,,,,,0,,,,40,,,,,, ,9111,,,LOCAL,0,0.0,4,6,3,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-09 00:00:00,2026-07-12 00:00:00,[2026-07-06 00:00:00-2026-07-12 00:00:00],Cat N
MP,SIST DE LUBRICACION,265704918,PE,2026-05-28,,2026-05-28,P20100082633,Local,SKF DEL PERU S.A.,,ST,,,,A18130007268,8,LL/84980,VALVULA DE VENTEO HIDRAULICO,Repuestos,2026-07-28,PIEZA,LOCAL,3,3,USD,286.05,858.15,2935.73,858.15,1.0,1,,,,,,,,,,0,,,,3,,,,,, ,9110,,,LOCAL,0,0.0,73,182,91,94,159,80,98,173,87,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-08-09,2026-11-08 00:00:00,2027-02-07 00:00:00,[2026-08-09 00:00:00-2027-02-07 00:00:00],Cat M
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A19030000282,172,4O-10Z,"ADAPTADOR TAPON MACHO ORING BOSS 5/8""",Adaptador,2026-01-13,UNIDAD,LOCAL,5,1,USD,0.5135,2.5675,8.65,2.57,1.0,1,,,,,,,,,,0,,,,5,,,,,, ,9111,,,LOCAL,0,0.0,6,8,4,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-08,2026-07-12 00:00:00,2026-07-16 00:00:00,[2026-07-08 00:00:00-2026-07-16 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110006203,134,2J9-06Z,"ADAPTADOR A 90° MACHO JIC 3/8"" A HEMBRA G. JIC 3/8""",Adaptador,2026-01-13,PIEZA,LOCAL,41,24,USD,0.9295,38.1095,128.24,38.11,1.0,1,,,,,,,,,,0,,,,41,,,,,, ,9111,,,LOCAL,0,0.0,5,9,5,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-07,2026-07-12 00:00:00,2026-07-16 00:00:00,[2026-07-07 00:00:00-2026-07-16 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110006328,144,1JG-12Z,"ADAPTADOR RECTO MACHO JIC 3/4"" A MACHO BSP 3/4""",Adaptador,2026-01-13,PIEZA,LOCAL,14,11,USD,1.274,17.836,60.03,17.84,1.0,1,,,,,,,,,,0,,,,14,,,,,, ,9111,,,LOCAL,0,0.0,8,6,3,5,7,4,5,10,5,6,11,6,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-10,2026-07-13 00:00:00,2026-07-16 00:00:00,[2026-07-10 00:00:00-2026-07-16 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110006137,169,21611-04-04Z,"ESPIGA R1/R2 RECTA HEMBRA NPS 1/4"" A MANGUERA 1/4""",Espiga,2026-01-13,PIEZA,LOCAL,12,10,USD,0.3965,4.758,16.02,4.76,1.0,1,,,,,,,,,,0,,,,12,,,,,, ,9111,,,LOCAL,0,0.0,5,8,4,5,19,10,5,10,5,11,30,15,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-07,2026-07-11 00:00:00,2026-07-15 00:00:00,[2026-07-07 00:00:00-2026-07-15 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265703775,US,2026-04-27,265103196.0,2026-04-23,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265001540.0,NEXA RESOURCES CAJAMARQUILLA S.A.,Abierto,A23070000120,0,123AL02267A,PISTON PUMP PVM141ER10GS02AAB23110001A0A; N/P: 123AL02267A; DANFOSS,Equipos,2026-07-31,PIEZA,AEREO,1,1,USD,2518.88,2518.88,8760.66,2518.88,1.0,1,,2026-07-22,,,,,,,,0,2026-07-22,,,1,,,,,, ,9531,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,44,160,80,143,43,22,64,137,69,49,129,65,28,84,42,2026-07-29 00:00:00.000000000,2026-08-17,2026-08-20 00:00:00,2026-08-20 00:00:00,[2026-08-17 00:00:00-2026-08-20 00:00:00],Cat A
MP,MANGUERA Y CONEXION,265700243,PE,2026-01-12,,2026-01-12,P20511843783,Local,COMERCIAL CISGE S.A.C.,,ST,,,,A18110005670,36,26791-12-12Z,"ESPIGA R1/R2 A 90° HEMBRA JIC 3/4"" A MANGUERA 3/4""",Espiga,2026-01-13,PIEZA,LOCAL,50,41,USD,1.8655,93.275,313.89,93.28,1.0,1,,,,,,,,,,0,,,,50,,,,,, ,9111,,,LOCAL,0,0.0,4,6,3,5,19,10,5,10,5,11,30,15,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-06,2026-07-09 00:00:00,2026-07-12 00:00:00,[2026-07-06 00:00:00-2026-07-12 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265703018,PE,2026-04-07,265102634.0,2026-04-07,P20338570041,Local,LINDE PERU S.R.L.,,OF,262800407.0,NIRSA  S.A.,Abierto,A18110011082,1,STARGOL / AGAMIX-20,GAS STARGOL / AGAMIX-20,Accesorios,2026-04-09,METRO CÚBICO,AEREO,60,20,SOL,24.72,1483.2,1483.2,0,1.0,1,,,,,,,,,,0,,,,60,,,,,, ,9132,,,AEREO,0,0.0,6,11,6,6,11,6,7,21,11,18,89,45,0,0,0,0,0,0,0,0,0,60,18,9,,2026-07-08,2026-07-14 00:00:00,2026-07-19 00:00:00,[2026-07-08 00:00:00-2026-07-19 00:00:00],Cat N
MP,MANGUERA Y CONEXION,265703315,PE,2026-04-14,,2026-04-14,P20492035867,Local,SOLUCIONES HIDRAULICAS Y MINERAS E.I.R.L.  SOHIMIN E.I.R.L.,,ST,,,,A18110003489,4,HP8x10,"PROTECTOR TIPO CANILLERA DE 8"" DE LARGO PACK POR 10 UNIDADES",Protector,2026-04-16,PIEZA,LOCAL,10,10,USD,23.44,234.4,792.04,234.4,1.0,1,,,,,,,,,,0,,,,10,,,,,, ,9111,,,LOCAL,0,0.0,3,1,1,4,5,3,6,10,5,7,16,8,0,0,0,0,0,0,0,0,0,0,0,0,,2026-07-05,2026-07-06 00:00:00,2026-07-06 00:00:00,[2026-07-05 00:00:00-2026-07-06 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265704685,PE,2026-05-25,265104093.0,2026-05-25,P20259659907,Local,BEKAERT ROPES PERU S.A.,,OF,262800626.0,"Marine Incorporated Supply Source, S. de R.L. de C.V.",Abierto,A18110010835,0,15351  (G400-8),EYE NUT G400-8  1.25 CROSBY # 1090633 (U-400),Repuestos,2026-05-28,PIEZA,AEREO,5,3,USD,212.2,1061,3629.68,1061,1.0,1,,,,,,,,,,0,,,,5,,,,,, ,9132,,,AEREO,0,0.0,22,16,8,25,27,14,19,30,15,14,69,35,0,0,0,0,0,0,0,0,0,50,56,28,,2026-07-24,2026-08-01 00:00:00,2026-08-09 00:00:00,[2026-07-24 00:00:00-2026-08-09 00:00:00],Cat N
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18130007654,0,HC-D12 INLET SE,"INLET SECTION D12 D/N 37696, IL 009(210)C U05",,2026-08-01,PIEZA,MARITIMO,10,10,EUR,111.76,1117.6,4638.04,1117.6,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,10,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,0,0,0,182,399,200,0,0,0,194,297,149,0,0,0,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18130007655,1,HC-D12 OULET SE,"OUTLET SECTION D12 D/N 18627, TN S U06",,2026-08-01,PIEZA,MARITIMO,15,15,EUR,82.14,1232.1,5113.22,1232.1,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,15,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,0,0,0,188,406,203,0,0,0,194,297,149,0,0,0,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18110001118,2,ZA-M12-215,LEVER D12 CODE 430507001,Repuestos,2026-08-01,PIEZA,MARITIMO,20,20,EUR,2.64,52.8,219.12,52.8,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,20,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,14,69,35,252,76,38,192,290,145,194,297,149,73,196,98,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18110001032,3,HC-D4 INLET SEC,"INLET SECTION D4, D/N 31912",Repuestos,2026-08-01,PIEZA,MARITIMO,4,4,EUR,48.39,193.56,803.27,193.56,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,4,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,14,69,35,183,55,28,192,290,145,194,297,149,73,196,98,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18110001050,4,HC-D4 OUTLET SE,"OUTLET SECTION D4, D/N 31914",Repuestos,2026-08-01,PIEZA,MARITIMO,4,4,EUR,24.8,99.2,411.68,99.2,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,4,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,14,69,35,183,55,28,192,290,145,194,297,149,73,196,98,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18110001119,5,ZA-M10-190,"LEVER D4/ D6/ D16, CODE 430504002",Repuestos,2026-08-01,PIEZA,MARITIMO,42,42,EUR,1.51,63.42,263.19,63.42,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,42,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,192,290,145,194,297,149,73,196,98,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18130007549,6,D4 LEFT W001A-H,"WORK SECTION D4 D/N 31916, TND",,2026-08-01,PIEZA,MARITIMO,42,42,EUR,68.65,2883.3,11965.7,2883.3,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,42,,,,,, ,9131,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,297,149,0,0,0,2026-08-03 00:00:00.000000000,2026-09-25,2026-10-25 00:00:00,2026-10-25 00:00:00,[2026-09-25 00:00:00-2026-10-25 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265701256,IT,2026-02-15,,2026-02-15,PE0000000014,Impo,WALVOIL S.P.A,,ST,,,,A18110001015,7,HC-D4/1 W01A H5,"""VALVULA D4 D/N 95128, TND PILOTADA CON MAIN Y PORTS RELIEF, Y POWER BEYOND""",Accesorios,2026-08-01,PIEZA,AEREO,20,20,EUR,193.48,3869.6,16058.84,3869.6,1.0,1,,2026-07-27,,,,,,,,0,2026-07-27,,,20,,,,,, ,9131,,,AEREO CONSOLIDADO,19,3.0,0,0,0,0,0,0,0,0,0,18,89,45,201,442,221,198,297,149,194,297,149,113,290,145,2026-08-03 00:00:00.000000000,2026-08-22,2026-08-25 00:00:00,2026-08-25 00:00:00,[2026-08-22 00:00:00-2026-08-25 00:00:00],Cat A
MP,TRANSM. DE POTENCIA,265703571,DE,2026-04-22,265103108.0,2026-04-22,PE0000000182,Impo,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.,N,OV,265000852.0,CASA GRANDE SOCIEDAD  ANONIMA ABIERTA,Abierto,A20020000105,0,490002,TENSION LEVER COMPLETE *A3-1206A,Repuestos,2026-08-28,KIT,MARITIMO,10,10,EUR,494,4940,20476.3,4940,1.0,1,,2026-09-29,,,,,,,,0,2026-09-29,,,10,,,,,, ,9505,,,MARITIMO,53,30.0,0,0,0,0,0,0,0,0,0,14,69,35,45,14,7,37,58,29,46,98,49,35,85,43,2026-10-06 00:00:00.000000000,2026-11-28,2026-12-28 00:00:00,2026-12-28 00:00:00,[2026-11-28 00:00:00-2026-12-28 00:00:00],Cat A
MP,HIDRAULI. COMPONENTE,265705553,US,2026-06-22,265104870.0,2026-06-22,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,,OF,262801025.0,RESEMIN S.A.,Observado,A18130007783,0,SV13-20-C-0-00,VALVE P/N 02-175819,Repuestos,2026-07-12,PIEZA,AEREO,2,2,USD,64.08,128.16,433.95,128.16,1.0,1,,2026-06-24,,,,,,,,0,2026-06-24,,,2,,,,,, ,9531,,,AEREO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,43,13,7,67,140,70,49,129,65,48,108,54,2026-07-02 00:00:00.000000000,2026-07-21,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-21 00:00:00-2026-07-24 00:00:00],Cat B
MP,EQUIPOS TRANS. MATER,265701152,ES,2026-02-11,,2026-02-11,PE9652288052,Impo,"ACEROS Y SUMINISTROS, S.L.",,ST,,,,A25080000148,7,F/01-16.10.06-C NE,"PLACA DE IMPACTO PISCIS 3000, F/01-16.10.06-C, NEOX-AMARILLO",Repuestos,2026-03-31,UNIDAD,MARITIMO,20,8,EUR,427,8540,35714.28,8540,2.0,2,264300095,2026-07-10,,,,,,,,0,2026-07-10,,,8,2026-03-11,2026-04-17,2026-04-21,260066,, ,9518,,Nuevo ASAI Arja Toromocho y Antamina,MARITIMO,57,30.0,0,0,0,0,0,0,0,0,0,14,69,35,89,27,14,111,242,121,111,242,121,81,213,107,2026-07-17 00:00:00.000000000,2026-09-12,2026-10-12 00:00:00,2026-10-12 00:00:00,[2026-09-12 00:00:00-2026-10-12 00:00:00],Cat A
MP,TRANSM. DE POTENCIA,265703613,US,2026-04-22,265103137.0,2026-04-22,PE0000000005,Impo,INDUSTRIAL GLOBAL SALES,N,OV,265001512.0,SHOUGANG HIERRO PERU S.A.A.,Abierto,A26010000003,1,1805373,VALVULA DIRECCIONAL 24VCC (VALVULA DE ASIENTO - NC). POS : 4.4-4.5,Repuestos,2026-05-22,PIEZA,AEREO,4,4,USD,29.7808,119.1232,410.01,119.12,1.0,1,,2026-08-04,,,,,,,,0,2026-08-04,,,4,,,,,, ,9505,,,AEREO,19,3.0,0,0,0,0,0,0,0,0,0,14,69,35,0,0,0,67,140,70,49,129,65,48,108,54,2026-08-11 00:00:00.000000000,2026-08-30,2026-09-02 00:00:00,2026-09-02 00:00:00,[2026-08-30 00:00:00-2026-09-02 00:00:00],Cat A
