Código de ubicación	Ub Fisica	ZonaG	AnaquelG	Columna	Nivel	Número de artículo	Codigo GET	EMPRESA	AlmacenG	Codigo Barra	Descripción del artículo	Nombre de grupo	Unidad de medida de inventario	Ferreteria	Cantidad en almacén	CUUSD	CU SOL
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A19010000350	9720021	MP	100	9720021	ACOPLE FLEXOMAX VULKAN GBND-350	TRANSM. DE POTENCIA	EQUIPO		2	1665.597189695550351288056206088993	5689.68
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A23060000118	11113708	MP	100		OMT 315EMD MOTOR HIDRAULICO ORBITAL 315CC	HIDRAULI. COMPONENTE	PIEZA		2	815.5656323185011709601873536299766	2785.9722
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000195	1JN-16Z-UGW	MP	100		"ADAPTADOR RECTO MACHO JIC 1"" A MACHO NPT 1"""	MANGUERA Y CONEXION	PIEZA		261	0.6351580796252927400468384074941452	2.1697
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000210	1JN9-16Z-UGW	MP	100		"ADAPTADOR A 90Â°  MACHO JIC 1"" A MACHO NPT 1"""	MANGUERA Y CONEXION	PIEZA		200	1.910772833723653395784543325526932	6.5272
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000230	1N-12-16Z-UGW	MP	100		"ADAPTADOR RECTO MACHO NPT 3/4"" A MACHO NPT 1"""	MANGUERA Y CONEXION	PIEZA		255	0.9048887587822014051522248243559719	3.0911
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000237	1N9-08Z-UGW	MP	100		"ADAPTADOR A 90Â° MACHO NPT 1/2"" A MACHO NPT 1/2"""	MANGUERA Y CONEXION	PIEZA		200	0.9049180327868852459016393442622951	3.0912
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000239	1N9-16Z-UGW	MP	100		"ADAPTADOR A 90Ã‚Â° MACHO NPT 1"" A MACHO NPT 1"""	MANGUERA Y CONEXION	PIEZA		200	1.910772833723653395784543325526932	6.5272
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000245	2J9-08Z-UGW	MP	100		"ADAPTADOR A 90Â° MACHO JIC 1/2"" A HEMBRA G. JIC 1/2"""	MANGUERA Y CONEXION	PIEZA		200	0.9049180327868852459016393442622951	3.0912
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000266	4F-12Z-UGW	MP	100		"ADAPTADOR TAPON MACHO  ORS 3/4"""	MANGUERA Y CONEXION	PIEZA		367	0.5029566744730679156908665105386417	1.7181
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000268	4F-20Z-UGW	MP	100		"ADAPTADOR TAPON MACHO  ORS 1.1/4"""	MANGUERA Y CONEXION	PIEZA		200	1.005854800936768149882903981264637	3.436
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000269	4F-24Z-UGW	MP	100		"ADAPTADOR TAPON MACHO  ORS 1.1/2"""	MANGUERA Y CONEXION	PIEZA		200	1.306967213114754098360655737704918	4.4646
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000273	4FL-24Z-UGW	MP	100		"ADAPTADOR TAPON BRIDA COD61 A 1.1/2"""	MANGUERA Y CONEXION	PIEZA		195	1.40781615925058548009367681498829	4.8091
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000277	4FS-24Z-UGW	MP	100		"ADAPTADOR TAPON BRIDA COD62 1.1/2"" 6000PSI"	MANGUERA Y CONEXION	PIEZA		200	2.312704918032786885245901639344262	7.9002
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000283	4J-24Z-UGW	MP	100		"ADAPTADOR TAPON MACHO JIC 1.1/2"""	MANGUERA Y CONEXION	PIEZA		172	1.348507025761124121779859484777518	4.6065
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000353	9J-16Z-UGW	MP	100		"ADAPTADOR TAPON HEMBRA JIC 1"""	MANGUERA Y CONEXION	PIEZA		341	0.6704625292740046838407494145199063	2.2903
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000355	9J-24Z-UGW	MP	100		"ADAPTADOR TAPON HEMBRA JIC 1.1/2"""	MANGUERA Y CONEXION	PIEZA		165	1.207611241217798594847775175644028	4.1252
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000373	FL-24Z-UGW	MP	100		"PORTABRIDA COD61 1.1/2"" 3000 PSI  2PZA"	MANGUERA Y CONEXION	PIEZA		200	1.910772833723653395784543325526932	6.5272
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000374	FL-32Z-UGW	MP	100		"PORTABRIDA COD61 2"" 3000 PSI  2PZA"	MANGUERA Y CONEXION	PIEZA		200	2.213466042154566744730679156908665	7.5612
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000378	FS-24Z-UGW	MP	100		"PORTABRIDA COD62 1.1/2"" 6000 PSI 2PZA"	MANGUERA Y CONEXION	PIEZA		200	3.621223653395784543325526932084309	12.3701
100-Z6-5-A-3	Z6-5-A-3	Z6	5	3	A	A25100000383	GN-16PKZ-UGW	MP	100		"ADAPTADOR TEE HEMBRA NPT 1""A HEMBRA NPT 1""A HEMBRA NPT 1"""	MANGUERA Y CONEXION	PIEZA		200	2.615544496487119437939110070257611	8.9347
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110004588	020R25MU	MP	100	HG03022	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 3/8"" DIAM. INT 16.0MM"	MANGUERA Y CONEXION	METRO		80	0.8666569086651053864168618266978923	2.9605
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110004946	032R25MU	MP	100	HG03038	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 3/4"" DIAM. INT 27.0MM"	MANGUERA Y CONEXION	METRO		400	1.26847189695550351288056206088993	4.3331
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110004948	063R25MU	MP	100	HG03047	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 1.1/2"" DIAM. INT 55.6MM"	MANGUERA Y CONEXION	METRO		160	3.594789227166276346604215456674473	12.2798
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110004953	050R25MU	MP	100	HG03039	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 1.1/4"" DIAM. INT 43.2MM"	MANGUERA Y CONEXION	METRO		50	2.716949648711943793911007025761124	9.2811
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110005452	016R25MU	MP	100	HG03020	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 1/4"" DIAM. INT 13.4MM"	MANGUERA Y CONEXION	METRO		400	0.8482435597189695550351288056206089	2.8976
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A18110007125	505924	MP	100	LU00338	"CARRETE AUTO RETRACTIL DE 3/4"" (CARRETE SOLO)"	SIST DE LUBRICACION	PIEZA		2	649.6882318501170960187353629976581	2219.335
100-Z6-5-B-3	Z6-5-B-3	Z6	5	3	B	A23050000080	555030	MP	100		"BOMBA DE DOBLE DIAFRAGMA SALIDA DE 1"" CAUDAL MAXIMO 200 L/MIN"	SIST DE LUBRICACION	UNIDAD		2	870.9660421545667447306791569086651	2975.22
100-Z6-5-C-3	Z6-5-C-3	Z6	5	3	C	A18110002805	9720022	MP	100	-	ACOPLE FLEXOMAX VULKAN GBND-400	TRANSM. DE POTENCIA	PIEZA		2	2198.549473067915690866510538641686	7510.245
100-Z6-5-A-4	Z6-5-A-4	Z6	5	4	A	A25100000455	87311-48-48Z-UGW	MP	100		ESPIGA R1/R2 RECTA BRIDA COD61 3 A MANGUERA 3	MANGUERA Y CONEXION	PIEZA		49	17.22693208430913348946135831381733	58.8472
100-Z6-5-A-4	Z6-5-A-4	Z6	5	4	A	A25100000472	87391-48-48Z-UGW	MP	100		"ESPIGA R1/R2 A 90Â° BRIDA COD61 3""A MANGUERA 3"""	MANGUERA Y CONEXION	PIEZA		49	39.91574941451990632318501170960187	136.3522
100-Z6-5-B-4	Z6-5-B-4	Z6	5	4	B	A18110004954	025R25MU	MP	100	HG03036	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 1/2"" DIAM. INT 20.6MM"	MANGUERA Y CONEXION	METRO		400	1.043266978922716627634660421545667	3.5638
100-Z6-5-B-4	Z6-5-B-4	Z6	5	4	B	A18110005451	040R25MU	MP	100	HG03040	"PROTECTOR POLIETILENO NEGRO PARA MANGUERA 1"" DIAM. INT 34.6MM"	MANGUERA Y CONEXION	METRO		193	1.6834601873536299765807962529274	5.7507
100-Z6-5-C-4	Z6-5-C-4	Z6	5	4	C	A25050000008	SCAR129R21NPT	MP	100		"MANGUERA ESPIRAL DE POLIAMIDA DE 12MM X 20' C/TERM NPT 1/2"" COLOR ROJO"	MANGUERA Y CONEXION	PIEZA		25	33.45046838407494145199063231850117	114.2668
100-Z6-5-C-4	Z6-5-C-4	Z6	5	4	C	A25050000009	SCAR129B21NPT	MP	100		"MANGUERA ESPIRAL DE POLIAMIDA DE 12MM X 20' C/TERM NPT 1/2"" COLOR AZUL"	MANGUERA Y CONEXION	PIEZA		25	33.45	114.2652
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18110002915	306608	MP	100	-	ELEMENTO 01.NR 1000.25G.10.B.P.-  IF00579	FILTRACION	PIEZA		54	473.1449941451990632318501170960187	1616.2633
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18110006455	PE55TWP-4-220-B	MP	100	PE55TWP-4-220-BS	"""PUMP, ELEC HYD-220/230V,50/60 HZ PE55TWP-4-220-BS"""	HERRAMIENTA HIDRAULI	PIEZA		2	6243.351873536299765807962529274005	21327.29
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18110006456	P159	MP	100	P159	HAND PUMP, 2-SPD, 0.160-2.6 CU IN/STROKE	HERRAMIENTA HIDRAULI	PIEZA		2	626.883782201405152224824355971897	2141.435
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18130007702	74001	MP	100	PM00106	WINCHE PULLMASTER M6-12-70-2	TRANSM. DE POTENCIA	EQUIPO		1	6695.737704918032786885245901639344	22872.64
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18130007703	75001	MP	100	PM00116	WINCHE PULLMASTER M8-3-30-4	TRANSM. DE POTENCIA	EQUIPO		2	8684.969262295081967213114754098361	29667.855
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A18130007725	P59L	MP	100	P59L	HAND PUMP 2-SPD, 0.720 CU IN/STROKE  PT00223	HERRAMIENTA HIDRAULI	UNIDAD		1	469.4437939110070257611241217798595	1603.62
100-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A23050000102	V60N-130 RDYN-1-0-00/LSP/L-2/700Nm-350b-A45/76	MP	100		"BOMBA HIDRAULICA IN LINE / V60N-130 RDYN / PORTS SUCCION 3"""	HIDRAULI. COMPONENTE	PIEZA		4	2127.95166861826697892271662763466	7269.0829
105-Z6-6-A-1	Z6-6-A-1	Z6	6	1	A	A24030000057	MAB-103B-24	MP	105	MAB-103B-24	EQUIPO SEPARADOR CENTRIFUGO MAB-103B-24 - ALFA LAVAL	FILTRACION	UNIDAD		1	11003.81440281030444964871194379391	37589.03
100-Z6-6-B-1	Z6-6-B-1	Z6	6	1	B	A19020000149	9740020	MP	100	-	ACOPLE DE ENGRANAJES VULKAN NVD-145FF	TRANSM. DE POTENCIA	PIEZA		1	1921.050936768149882903981264637002	6562.31
100-Z6-6-B-1	Z6-6-B-1	Z6	6	1	B	A21030000121	536010	MP	100		BOMBA N.ACEITE PM45-10:1 205L	SIST DE LUBRICACION	EQUIPO		1	1451.627634660421545667447306791569	4958.76
100-Z6-6-B-1	Z6-6-B-1	Z6	6	1	B	A22110000102	532130	MP	100		"BOMBA GRASA PM60 RATIO 12:1 CORTA, 1""BSP - ALTO CAUDAL"	SIST DE LUBRICACION	UNIDAD		1	1824.956088992974238875878220140515	6234.05
100-Z6-6-B-1	Z6-6-B-1	Z6	6	1	B	A25030000130	TLGB 21/230V	MP	100		PISTOLA ENGRASADORA (ANTERIOR TLGB 20)	SIST DE LUBRICACION	EQUIPO		4	493.5253220140515222482435597189696	1685.8825
100-Z6-6-C-1	Z6-6-C-1	Z6	6	1	C	A18110007174	LL/KFG1-5W2-S25 924	MP	100	LU00655	BOMBA DE ACEITE DE 2LT (COD. VGBR KFG1-5W2-S25924)	SIST DE LUBRICACION	EQUIPO		25	608.5060597189695550351288056206089	2078.6567
100-Z6-6-C-1	Z6-6-C-1	Z6	6	1	C	A25040000017	GM4-1000-8G-D90 INC	MP	100	GM4-1000-8G-D90 INC****	MOTOR SAI GM4 1000 SIN CONJUNTO DE CILINDROS	HIDRAULI. COMPONENTE	UNIDAD		4	2112.017886416861826697892271662763	7214.6531
100-Z6-6-D-1	Z6-6-D-1	Z6	6	1	D	A24100000123	58.Z02853.007	MP	100		ESTACIÓN DE BOMBEO DOBLE LINEA TWIN	SIST DE LUBRICACION	UNIDAD		1	4214.033957845433255269320843091335	14395.14
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A18110002816	9730028	MP	100	GG-265	ACOPLE FLEXIBLE VULKAN GG-265	TRANSM. DE POTENCIA	PIEZA		1	721.1973067915690866510538641686183	2463.61
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A18130002652	9740018	MP	100	-	ACOPLE DE ENGRANAJES VULKAN NVD135FF	TRANSM. DE POTENCIA	PIEZA		2	1071.150468384074941451990632318501	3659.05
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A18130005154	1086444	MP	100	WP07051	STEERING WHEEL 300MM DIA. MODEL PP001 COBO- 0032.0859.60	HIDRAULI. COMPONENTE	PIEZA		11	43.73776346604215456674473067915691	149.4082
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A19090000096	9930103	MP	100	9930103	ACOPLE HIDRAULICO VULKAN A-DTMC-410	TRANSM. DE POTENCIA	UNIDAD		1	2944.511124121779859484777517564403	10058.45
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A19090000104	9730064	MP	100	9730064	ACOPLE FLEXIBLE VULKAN GH-240/100	TRANSM. DE POTENCIA	UNIDAD		2	685.4112997658079625292740046838407	2341.365
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A20030000117	9730060	MP	100		ACOPLE FLEXIBLE VULKAN GH-214/100	TRANSM. DE POTENCIA	PIEZA		4	514.1305620608899297423887587822014	1756.27
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A20030000118	9740016	MP	100	-	ACOPLE DE ENGRANAJES VULKAN NVD-125FF	TRANSM. DE POTENCIA	PIEZA		2	302.9098360655737704918032786885246	1034.74
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A20030000119	9740017-2	MP	100		ACOPLE DE ENGRANAJES VULKAN NVD-130FF	TRANSM. DE POTENCIA	PIEZA		4	740.4259367681498829039812646370023	2529.295
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A20040000042	9720006	MP	100	9720006	ACOPLE FLEXIBLE VULKAN GBN-400	TRANSM. DE POTENCIA	PIEZA		1	1983.747072599531615925058548009368	6776.48
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A21090000062	MPN8115144	MP	100		DIVISOR DE CAUDAL (50%-50%)- 15GPM - MHFD20BBYED07-1	HIDRAULI. COMPONENTE	PIEZA		1	719.9560889929742388758782201405152	2459.37
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A22060000072	59741307	MP	100		ACOPLE RIGIDO VULKAN NVD-150RR	TRANSM. DE POTENCIA	UNIDAD		1	2547.482435597189695550351288056206	8702.2
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A22080000065	9710022	MP	100		ACOPLE FLEXIBLE VULKAN GSND-300	TRANSM. DE POTENCIA	PIEZA		1	1536.788641686182669789227166276347	5249.67
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A22120000144	22005	MP	100		SUB-ASSY MOTOR - 101COMM M365-2.25 H/M 18	TRANSM. DE POTENCIA	UNIDAD		1	4262.742974238875878220140515222482	14561.53
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A23020000130	1524287	MP	100		INYECTOR PARA GRASA DL-1, INDIVIDUAL	SIST DE LUBRICACION	UNIDAD		193	79.43021077283372365339578454332553	271.3336
100-Z6-6-A-2	Z6-6-A-2	Z6	6	2	A	A23080000022	10‐1346	MP	100		BOMBA P103 8KG 1K7 24V + RELIEF	SIST DE LUBRICACION	UNIDAD		2	996.3831967213114754098360655737705	3403.645
100-Z6-6-B-2	Z6-6-B-2	Z6	6	2	B	A18110006448	PE554-50-220	MP	100	PE554-50-220	"""PUMP, E, 4W, 220V 60/50HZ 2.5 GAL, D - PE554-50-220"""	HERRAMIENTA HIDRAULI	PIEZA		4	4172.257025761124121779859484777518	14252.43
100-Z6-6-B-2	Z6-6-B-2	Z6	6	2	B	A18130007723	P460	MP	100	P460	HAND PUMP, 2-SPD, 0.294-7.35 CU IN/STROKE	HERRAMIENTA HIDRAULI	PIEZA		1	1869.357435597189695550351288056206	6385.725
100-Z6-6-B-2	Z6-6-B-2	Z6	6	2	B	A20100000027	LL/82841	MP	100		POWER MASTER 2	SIST DE LUBRICACION	UNIDAD		1	1366.031908665105386416861826697892	4666.365
100-Z6-6-B-2	Z6-6-B-2	Z6	6	2	B	A25100000034	7636799	MP	100		FILTRO DE DIESEL COALESCENTE CON FILTRO DE 5 MICRAS CAPACIDAD 25 GPM SCHROEDER	FILTRACION	UNIDAD		6	886.9496487119437939110070257611241	3029.82
100-Z6-6-B-2	Z6-6-B-2	Z6	6	2	B	A25100000107	7637131	MP	100		FILTRO DE DIESEL MICRONICO DE 3 MICRAS CAUDAL 100 GPM SCHROEDER	FILTRACION	UNIDAD		6	743.1493852459016393442622950819672	2538.5983
100-Z6-6-C-2	Z6-6-C-2	Z6	6	2	C	A18110009017	D25 LFT W1A ROT	MP	100	HC01411	WORK SECTION D25 D/N 23417, TND ROTARY SPOOL	HIDRAULI. COMPONENTE	PIEZA		3	519.4867388758782201405152224824356	1774.5667
100-Z6-6-C-2	Z6-6-C-2	Z6	6	2	C	A19010000064	D40 LEFT W001AH	MP	100	HC01417	WORK SECTION D40 D/N 84702, TND SPRING	HIDRAULI. COMPONENTE	KIT		10	812.5058548009367681498829039812646	2775.52
100-Z6-6-C-2	Z6-6-C-2	Z6	6	2	C	A19010000465	LL/186-1830.51 924	MP	100	LU00269	BOMBA ELECTRICA DE GRASA 02 KG COD VGSB 186-1830.51 924	SIST DE LUBRICACION	PIEZA		24	945.7202283372365339578454332552693	3230.5803
100-Z6-6-D-2	Z6-6-D-2	Z6	6	2	D	A18110007149	VGSB 186-1848.51 924	MP	100	LU00869	KIT DE ENGRASADOR ELECTRICO PARA 20PUNTOS	SIST DE LUBRICACION	KIT		9	908.7005562060889929742388758782201	3104.1211
100-Z6-6-D-2	Z6-6-D-2	Z6	6	2	D	A19010000465	LL/186-1830.51 924	MP	100	LU00269	BOMBA ELECTRICA DE GRASA 02 KG COD VGSB 186-1830.51 924	SIST DE LUBRICACION	PIEZA		116	945.7202283372365339578454332552693	3230.5803
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A18110010465	0153110094*****	MP	100	MS01659	SHAFT KEYED 55MM FOR GM3A	HIDRAULI. COMPONENTE	PIEZA		2	643.7197599531615925058548009367681	2198.9467
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A18130007640	GM5A-13008EGD90	MP	100	MS00145	MOTOR SAI P/N 55040073 GM5A-13008EGD90	HIDRAULI. COMPONENTE	PIEZA		1	3057.983987119437939110070257611241	10446.0733
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A19020000150	9740021	MP	100	-	ACOPLE DE ENGRANAJES VULKAN NVD-150FF	TRANSM. DE POTENCIA	PIEZA		2	3960.324941451990632318501170960187	13528.47
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A20110000036	MP-3333 (FUNDICION)	MP	100		TAPA DE TANQUE MP-3333 (FUNDICION)	HIDRAULICA PROYECTOS	PIEZA		1	47.33606557377049180327868852459016	161.7
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A21060000170	93116097	MP	100	-	ZAPATA DE FRENO VULKAN D160	TRANSM. DE POTENCIA	PIEZA		6	468.0132611241217798594847775175644	1598.7333
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A22100000001	4BN214000	MP	100		CUBO ADICIONAL BN-400	TRANSM. DE POTENCIA	PIEZA		1	478.0122950819672131147540983606557	1632.89
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A22100000002	3BN204000	MP	100		BRIDA BN-400	TRANSM. DE POTENCIA	PIEZA		1	251.7505854800936768149882903981265	859.98
100-Z6-6-A-3	Z6-6-A-3	Z6	6	3	A	A25040000088	MAB 104B-14/24	MP	100	MAB 104B-14/24	PURIFICADOR CENTRIFUGO MAB104-14/24-440V/60HZ	FILTRACION	UNIDAD		1	15139.45550351288056206088992974239	51716.38
100-Z6-6-B-3	Z6-6-B-3	Z6	6	3	B	A19010000016	LL/85737	MP	100	LU00376	BOMBA ELECTRICA DE GRASA 60 LB FLOW MASTER	SIST DE LUBRICACION	PIEZA		3	3420.530825526932084309133489461358	11684.5333
100-Z6-6-B-3	Z6-6-B-3	Z6	6	3	B	A20100000112	LL/86400	MP	100		MOTOR HIDRAULICO PARA GRASA ALTA PRESION	SIST DE LUBRICACION	UNIDAD		3	4440.821867681498829039812646370023	15169.8475
100-Z6-6-B-3	Z6-6-B-3	Z6	6	3	B	A23040000129	VEM3550	MP	100		MOTOR 1.5 HP 208-230/460/3  VEM3550	HIDRAULI. COMPONENTE	PIEZA		3	656.6725117096018735362997658079625	2243.1933
100-Z6-6-B-3	Z6-6-B-3	Z6	6	3	B	A25040000019	GS4-500-8G-D90 INC	MP	100	GS4-500-8G-D90 INC****	MOTOR SAI GS4 500 SIN CONJUNTO DE CILINDROS	HIDRAULI. COMPONENTE	UNIDAD		3	2477.440485948477751756440281030445	8462.9367
100-Z6-6-C-3	Z6-6-C-3	Z6	6	3	C	A18110002172	EKM-1018-T*****	MP	100	VZC0070	EKM-1018-T HEAT EXCHANGER THERMAL TRANSFER	FILTRACION	PIEZA		10	767.9727751756440281030444964871194	2623.395
100-Z6-6-C-3	Z6-6-C-3	Z6	6	3	C	A24100000083	87.27.1.2.1.X.X.X	MP	100		ELEKTRA PUMP 1,5CC/STROKE WITH 60LB	SIST DE LUBRICACION	EQUIPO		1	2588.883694379391100702576112412178	8843.6267
100-Z6-6-C-3	Z6-6-C-3	Z6	6	3	C	A25010000009	40.8.24DC.FCT.G	MP	100		BOMBA MAX GRASA 24VDC 8KG FIXED, CON TIMER	SIST DE LUBRICACION	UNIDAD		1	658.5790398126463700234192037470726	2249.706
100-Z6-6-D-3	Z6-6-D-3	Z6	6	3	D	A19050000118	239888	MP	100		BOMBA FIREBALL 300 GRACO  RATIO  50:1	SIST DE LUBRICACION	PIEZA		2	1143.013261124121779859484777517564	3904.5333
100-Z6-6-D-3	Z6-6-D-3	Z6	6	3	D	A23120000123	24F903	MP	100		FOLLOWER PLATE 400 LB, MINI FIRE-BALL 225/300, 50:1	SIST DE LUBRICACION	UNIDAD		3	261.8681791569086651053864168618267	894.5417
100-Z6-6-D-3	Z6-6-D-3	Z6	6	3	D	A23120000124	200326	MP	100		DRUM COVER 400 LB, MINI FIRE-BALL 225/300, 50:1	SIST DE LUBRICACION	UNIDAD		3	310.3732435597189695550351288056206	1060.235
100-Z6-6-D-3	Z6-6-D-3	Z6	6	3	D	A24080000116	CD3000	MP	100		BOMBA COMPACT DYNA-STAR 60 LB 24VCC SIN ACCESORIOS	SIST DE LUBRICACION	UNIDAD		1	2699.013466042154566744730679156909	9219.83
100-Z6-6-A-4	Z6-6-A-4	Z6	6	4	A	A18110000283	104-1149-006***	MP	100	104-1149-006	MOTOR 14.9 CU.IN./REV. (02) AC-AB MNFD	HIDRAULI. COMPONENTE	PIEZA		15	386.0148419203747072599531615925059	1318.6267
100-Z6-6-A-4	Z6-6-A-4	Z6	6	4	A	A25050000003	053-08171-0	MP	100	053-08171-0	MOTOR HIDROSTATICO DE PISTONES AXIALES M8G3N1D02	HIDRAULICA PROYECTOS	PIEZA		1	6578.747072599531615925058548009368	22473
100-Z6-6-A-4	Z6-6-A-4	Z6	6	4	A	A25080000168	59721652	MP	100		ACOPLAMIENTO ELASTICO VULKAN - FLEXOMAX GBNDA-550	TRANSM. DE POTENCIA	PIEZA		1	5258.878805620608899297423887587822	17964.33
100-Z6-6-B-4	Z6-6-B-4	Z6	6	4	B	A18130007436	LL/094024 C	MP	100	LU00720	BOMBA DE ENGRASE LINCOLN MODELO P23	SIST DE LUBRICACION	PIEZA		8	591.9695257611241217798594847775176	2022.1679
100-Z6-6-B-4	Z6-6-B-4	Z6	6	4	B	A21040000132	DEAERATOR-SV	MP	100		EQUIPO DE DESAIREACIÓN	SIST DE LUBRICACION	UNIDAD		1	1725.301522248243559718969555035129	5893.63
100-Z6-6-B-4	Z6-6-B-4	Z6	6	4	B	A22120000101	MPN8117769	MP	100		DIVISOR DE CAUDAL MHFD31BBYUD10-1EUD10-1KUD10-1EUD10BY	HIDRAULI. COMPONENTE	UNIDAD		1	1966.656908665105386416861826697892	6718.1
100-Z6-6-C-4	Z6-6-C-4	Z6	6	4	C	A18110000599	26713-RBD******	MP	100	26713-RBD	GEAR MOTOR CW 1.94 CU.IN/REV	HIDRAULI. COMPONENTE	PIEZA		20	286.3744145199063231850117096018735	978.255
100-Z6-6-D-4	Z6-6-D-4	Z6	6	4	D	A19010000114	4000130	MP	100	-	ASSEMBLY PUMP 1X CLYNDER NEMA 4X	HERRAMIENTA HIDRAULI	PIEZA		1	12160.85898711943793911007025761124	41541.4943
100-Z6-6-D-4	Z6-6-D-4	Z6	6	4	D	A19100000066	40.4.24DC.FCT.G	MP	100		MAX GREASE 24VDC 4KG FIXED TIMER 90.886.4.T	SIST DE LUBRICACION	PIEZA		2	565.4786299765807962529274004683841	1931.675
100-Z6-6-D-4	Z6-6-D-4	Z6	6	4	D	A25010000009	40.8.24DC.FCT.G	MP	100		BOMBA MAX GRASA 24VDC 8KG FIXED, CON TIMER	SIST DE LUBRICACION	UNIDAD		9	658.5790398126463700234192037470726	2249.706
100-Z6-7-A-1	Z6-7-A-1	Z6	7	1	A	A25040000017	GM4-1000-8G-D90 INC	MP	100	GM4-1000-8G-D90 INC****	MOTOR SAI GM4 1000 SIN CONJUNTO DE CILINDROS	HIDRAULI. COMPONENTE	UNIDAD		8	2112.017886416861826697892271662763	7214.6531
100-Z6-7-B-1	Z6-7-B-1	Z6	7	1	B	A25040000021	GS4-700-7G-D90	MP	100	0054060012	MOTOR SAI  GS4-700-7G-D90	HIDRAULI. COMPONENTE	UNIDAD		1	3228.442622950819672131147540983607	11028.36
100-Z6-7-C-1	Z6-7-C-1	Z6	7	1	C	A19050000118	239888	MP	100		BOMBA FIREBALL 300 GRACO  RATIO  50:1	SIST DE LUBRICACION	PIEZA		2	1143.013261124121779859484777517564	3904.5333
100-Z6-7-C-1	Z6-7-C-1	Z6	7	1	C	A23120000123	24F903	MP	100		FOLLOWER PLATE 400 LB, MINI FIRE-BALL 225/300, 50:1	SIST DE LUBRICACION	UNIDAD		2	261.8681791569086651053864168618267	894.5417
