Sociedad,Número de documento,Cancelado,Status de documento,Fecha de contabilización,Fecha de documento,Nº de Factura,Código de cliente/proveedor,Nombre de cliente/proveedor,Linea de Negocio,Número de artículo,Codigo_GET,UM,Dscription,Moneda,TC,Price,OpenSumSys,Monto Pendiente,Cargado A:,Indicador,PO,BaseLine,TargetType,Cantidad Devuelta,Estado Devolución,U_EXM_CARGADOA2,FreeTxt,Fecha ETA Marco,N° Reclamo,Modalidad Final,Modalidad Original,Pais Origen Final,Promedio Tiempo Total,Dias adicionales,Restante,ETA Marco,ETA Marco Maximo,Rango ETA,Cat ETA,% Avance
MP,265126833,N,O,2026-06-04,2026-05-18,261052.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A25050000010,F/01-16.03.05 NE,UN,"PLACA DE IMPACTO 4-M-2, F/01-16.03.05, TAURO 30, NEOX-AMARILLA",EUR,4.183,790,7696.23,7696.23,ST,DI,265701152,1,-1,0.0,Sin Devolución,,Nuevo ASAI Arja Toromocho y Antamina,2026-07-24,,MARITIMO,MARITIMO,ES,56.5,30.0,8.0,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-24 00:00:00-2026-07-24 00:00:00],Fecha Comex,0.6106194690265486
MP,265124849,N,O,2026-05-28,2026-05-26,3569.0,PE0000000009,PARKER HANNIFIN CHILE LTDA,HIDRAULI. COMPONENTE,A18110008989,08650671,PZ,DIRECTIONAL VALVE  (SP-W4-HP-1500),USD,3.42,619.12,1857.36,1857.36,ST,DI,265701154,0,-1,0.0,Sin Devolución,,temporada de pesca,2026-07-17,,MARITIMO,MARITIMO,US,39.5,22.5,3.0,2026-07-17 00:00:00,2026-07-17 00:00:00,[2026-07-17 00:00:00-2026-07-17 00:00:00],Fecha Comex,0.620253164556962
MP,265131328,N,O,2026-06-30,2026-06-24,3872313.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110003262,GH466-32MT60,MT,"MANGUERA HIDRAULICA SAE100R15 DIAM. INT.2"" 420BAR/6100PSI",USD,3.41,85.6627,59535.47,59535.47,ST,DI,265701177,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,694.9988,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131331,N,O,2026-06-30,2026-06-24,3872318.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110003361,GH781-8,MT,"MANGUERA HIDRAULICA SAE100R16 DIAM. INT.1/2"" 345BAR/5000PSI",USD,3.41,4.2322,1934.96,1934.96,ST,DI,265701251,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,457.2,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131331,N,O,2026-06-30,2026-06-24,3872318.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110003443,GH781-6,MT,"MANGUERA HIDRAULICA SAE100R16 DIAM. INT.3/8"" 400BAR/5800PSI",USD,3.41,3.6417,1109.99,1109.99,ST,DI,265701251,1,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,304.8,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131331,N,O,2026-06-30,2026-06-24,3872318.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110005463,EC215-12RL,MT,"MANGUERA HIDRAULICA SAE100R16 DIAM. INT.3/4"" 207BAR/3000PSI",USD,3.41,4.5931,4041.93,4041.93,ST,DI,265701251,2,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,880.0003,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265127793,N,O,2026-06-11,2026-05-29,309.0,PE0000000016,SAI S.P.A.,HIDRAULI. COMPONENTE,A19010000147,GM1-150-1H-D40,PZ,MOTOR SAI P/N 0051050001,EUR,4.114,981.3819,4727.51,4727.51,ST,DI,265701257,0,-1,0.0,Sin Devolución,,,2026-07-31,,MARITIMO,MARITIMO,IT,52.5,30.0,4.0,2026-07-31 00:00:00,2026-07-31 00:00:00,[2026-07-31 00:00:00-2026-07-31 00:00:00],Fecha Comex,0.44761904761904764
MP,265129971,N,O,2026-06-24,2026-06-10,3857491.0,PE0000000005,INDUSTRIAL GLOBAL SALES,FILTRACION,A18110003245,OF3-16-3RV-10,PZ,"SUCTION FILTER P/N 578069, 2 NPT, 50 GPM",USD,3.375,88.56,265.68,265.68,ST,DI,265701315,0,-1,0.0,Sin Devolución,,,2026-07-13,,MARITIMO,MARITIMO,US,39.5,22.5,3.0,2026-07-13 00:00:00,2026-07-13 00:00:00,[2026-07-13 00:00:00-2026-07-13 00:00:00],Fecha Comex,0.7215189873417721
MP,265122775,N,O,2026-05-22,2026-05-20,3837014.0,PE0000000005,INDUSTRIAL GLOBAL SALES,FILTRACION,A19010000416,SE070G10B/4-1,PZ,ELEMENTO FILTRO 10 MICRAS STAUFF SE-070-G-10-B/4-1 (1020018438),USD,3.431,96.475,1157.7,1157.7,ST,DI,265701315,2,-1,0.0,Sin Devolución,,,2026-07-17,,MARITIMO,MARITIMO,US,39.5,22.5,12.0,2026-07-17 00:00:00,2026-07-17 00:00:00,[2026-07-17 00:00:00-2026-07-17 00:00:00],Fecha Comex,0.620253164556962
MP,265128739,N,O,2026-06-18,2026-06-18,563211.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A18110001841,PVFB-LAN-N4V,PZ,BODY ALUM. W/ REDUCER PVFB-LAN & CHECK CXED-XCN SU00713,USD,3.384,164.11,4923.3,4923.3,ST,DI,265701474,6,-1,0.0,Sin Devolución,,,,,AEREO,AEREO CONSOLIDADO,US,19.0,3.0,30.0,2026-07-10 00:00:00,2026-07-13 00:00:00,[2026-07-10 00:00:00-2026-07-13 00:00:00],Cat A,0.5789473684210527
MP,265127182,N,O,2026-06-08,2026-05-28,859.0,PE0000000182,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.,TRANSM. DE POTENCIA,A26020000152,448J43GT900,UN,SHRINK DISC 3208-185X320 S400,EUR,4.08,789,940.99,940.99,OF,DI,265701551,1,-1,0.0,Sin Devolución,,,2026-08-07,,MARITIMO,MARITIMO,IT,52.5,30.0,1.0,2026-08-07 00:00:00,2026-08-07 00:00:00,[2026-08-07 00:00:00-2026-08-07 00:00:00],Fecha Comex,0.3142857142857143
MP,265126833,N,O,2026-06-04,2026-05-18,261052.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A20030000005,99912,UN,LINER ; LOWER POCKET   #99912,EUR,4.183,80,1948.41,1948.41,ST,DI,265701593,0,-1,0.0,Sin Devolución,,,2026-07-24,,MARITIMO,MARITIMO,ES,56.5,30.0,20.0,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-24 00:00:00-2026-07-24 00:00:00],Fecha Comex,0.6106194690265486
MP,265126833,N,O,2026-06-04,2026-05-18,261052.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A20030000008,99916,UN,OUTER CAP,EUR,4.183,58,847.56,847.56,ST,DI,265701593,2,-1,0.0,Sin Devolución,,,2026-07-24,,MARITIMO,MARITIMO,ES,56.5,30.0,12.0,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-24 00:00:00-2026-07-24 00:00:00],Fecha Comex,0.6106194690265486
MP,265126833,N,O,2026-06-04,2026-05-18,261052.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A20030000012,389245,UN,LINER; TOP ROTOR,EUR,4.183,99,2893.39,2893.390000000000000000000000000001,ST,DI,265701593,3,-1,0.0,Sin Devolución,,,2026-07-24,,MARITIMO,MARITIMO,ES,56.5,30.0,24.0,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-24 00:00:00-2026-07-24 00:00:00],Fecha Comex,0.6106194690265486
MP,265126833,N,O,2026-06-04,2026-05-18,261052.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A20030000023,341946,UN,FEED DISK;28 ROTOR,EUR,4.183,162,1578.22,1578.22,ST,DI,265701593,1,-1,0.0,Sin Devolución,,,2026-07-24,,MARITIMO,MARITIMO,ES,56.5,30.0,8.0,2026-07-24 00:00:00,2026-07-24 00:00:00,[2026-07-24 00:00:00-2026-07-24 00:00:00],Fecha Comex,0.6106194690265486
MP,265128655,N,O,2026-06-18,2026-06-16,3864104.0,PE0000000005,INDUSTRIAL GLOBAL SALES,HIDRAULI. COMPONENTE,A18110000600,02-200853,PZ,VALVE CARTRIDGE N.C. 24VDC  SBV11-10-C-0-24DGH,USD,3.387,45.08,6762,6762,ST,DI,265701763,12,-1,0.0,Sin Devolución,,,2026-06-30,,AEREO,AEREO CONSOLIDADO,US,19.0,3.0,150.0,2026-06-30 00:00:00,2026-06-30 00:00:00,[2026-06-30 00:00:00-2026-06-30 00:00:00],Fecha Comex,1.105263157894737
MP,265128654,N,O,2026-06-18,2026-06-16,3864103.0,PE0000000005,INDUSTRIAL GLOBAL SALES,HIDRAULI. COMPONENTE,A18110000791,406AA00097A,PZ,CARTUCHO CONTRABALANCE EATON 1CE30N25S5,USD,3.387,25.97,77.91,77.91,ST,DI,265701763,11,-1,0.0,Sin Devolución,,,2026-06-30,,AEREO,AEREO CONSOLIDADO,US,19.0,3.0,3.0,2026-06-30 00:00:00,2026-06-30 00:00:00,[2026-06-30 00:00:00-2026-06-30 00:00:00],Fecha Comex,1.105263157894737
MP,265128654,N,O,2026-06-18,2026-06-16,3864103.0,PE0000000005,INDUSTRIAL GLOBAL SALES,HIDRAULI. COMPONENTE,A19010000088,104-1436-006***,PZ,MOTOR 6.2 CU.IN./REV. (01) AF-AA,USD,3.387,313.516,1881.1,1881.1,ST,DI,265701763,6,-1,0.0,Sin Devolución,,,2026-06-30,,AEREO,AEREO CONSOLIDADO,US,19.0,3.0,6.0,2026-06-30 00:00:00,2026-06-30 00:00:00,[2026-06-30 00:00:00-2026-06-30 00:00:00],Fecha Comex,1.105263157894737
MP,265122776,N,O,2026-05-22,2026-05-20,3837017.0,PE0000000005,INDUSTRIAL GLOBAL SALES,FILTRACION,A19010000416,SE070G10B/4-1,PZ,ELEMENTO FILTRO 10 MICRAS STAUFF SE-070-G-10-B/4-1 (1020018438),USD,3.431,114.175,1598.45,1598.45,ST,DI,265701771,2,-1,0.0,Sin Devolución,,,2026-07-17,,MARITIMO,MARITIMO,US,39.5,22.5,14.0,2026-07-17 00:00:00,2026-07-17 00:00:00,[2026-07-17 00:00:00-2026-07-17 00:00:00],Fecha Comex,0.620253164556962
MP,265129990,N,O,2026-06-24,2026-04-28,3813006.0,PE0000000005,INDUSTRIAL GLOBAL SALES,FILTRACION,A20060000005,300366,PZ,ELEMENTO DE FILTRO 01.NL 250.10P.30.E.P.- (PAPEL) 300366,USD,3.388,94.38,3303.3,94.38,ST,91,265701771,3,20,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,US,39.5,22.5,1.0,2026-08-10 12:00:00,2026-09-02 00:00:00,[2026-08-10 12:00:00-2026-09-02 00:00:00],Cat B,0.012658227848101266
MP,265113202,N,C,2026-04-01,2026-03-31,178.0,PE0000000016,SAI S.P.A.,HIDRAULI. COMPONENTE,A18130007640,GM5A-13008EGD90,PZ,MOTOR SAI P/N 55040073 GM5A-13008EGD90,EUR,4.157,2426.46,17316.39,17316.39,ST,DI,265701873,0,-1,0.0,Sin Devolución,,,2026-07-10,,MARITIMO,MARITIMO,IT,52.5,30.0,6.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8476190476190476
MP,265113202,N,C,2026-04-01,2026-03-31,178.0,PE0000000016,SAI S.P.A.,HIDRAULI. COMPONENTE,A19040000215,0150402212,PZ,SEAL KIT GM2,EUR,4.157,167.61,598.07,598.0700000000000000000000000000001,ST,DI,265701873,1,-1,0.0,Sin Devolución,OV,Para OV 265000592/ OV 265000484,2026-07-10,,MARITIMO,MARITIMO,IT,52.5,30.0,3.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8476190476190476
MP,265131333,N,O,2026-06-30,2026-06-24,3873127.0,PE0000000005,INDUSTRIAL GLOBAL SALES,HIDRAULI. COMPONENTE,A18110000798,25506-LSC******,PZ,GEAR PUMP 14.8 GPM KEYED-SIDE PORTS,USD,3.41,355.89,1067.67,1067.67,OV,DI,265701943,0,-1,0.0,Sin Devolución,,,,,AEREO,AEREO,US,19.0,3.0,3.0,2026-07-16 00:00:00,2026-07-19 00:00:00,[2026-07-16 00:00:00-2026-07-19 00:00:00],Cat A,0.2631578947368421
MP,265127785,N,O,2026-06-11,2026-06-10,70107992.0,PE0000000012,CALUMET BRANDED PRODUCTS LLC,LUBRICACION MINERIA,A18110007358,301094150004,CL,MOLYLUBE ULTRA OPEN GEAR LUBRICANT MEDIUM-LIGHT,USD,3.375,1754.43,98248.08,98248.08,ST,DI,265702047,0,-1,0.0,Sin Devolución,,,2026-07-18,,MARITIMO,MARITIMO,US,39.5,22.5,56.0,2026-07-18 00:00:00,2026-07-18 00:00:00,[2026-07-18 00:00:00-2026-07-18 00:00:00],Fecha Comex,0.5949367088607594
MP,265118727,N,O,2026-04-29,2026-04-28,600382.0,PE0000000191,COMPAÑÍA GENERAL DE LUBRICANTES SA - COGELSA,LUBRICACION MINERIA,A25080000041,NL 4204,CL,ULTRAPLEX XWR 221 G5,USD,3.51,619.2,49536,49536,ST,DI,265702160,0,-1,0.0,Sin Devolución,,,2026-07-07,,MARITIMO,MARITIMO,ES,56.5,30.0,80.0,2026-07-07 00:00:00,2026-07-07 00:00:00,[2026-07-07 00:00:00-2026-07-07 00:00:00],Fecha Comex,0.911504424778761
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110005463,EC215-12RL,MT,"MANGUERA HIDRAULICA SAE100R16 DIAM. INT.3/4"" 207BAR/3000PSI",USD,3.41,4.69,4643.05,4643.05,ST,DI,265702325,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,989.99,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A18110005579,EC115-08RL,MT,"MANGUERA HIDRAULICA SAE100R17 DIAM. INT.1/2"" 160BAR/2300PSI",USD,3.41,2.85,683.97,683.9699999999999999999999999999999,ST,DI,265702325,6,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,239.99,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A19030000293,EC115-20L,MT,"MANGUERA HIDRAULICA SAE100R17 DIAM. INT.1.1/4"" 63BAR/925PSI",USD,3.41,6.6,791.93,791.93,ST,DI,265702325,5,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,119.99,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A19030000295,EC415-08L,MT,"MANGUERA HIDRAULICA SAE100R12 DIAM 1/2"" 280BAR/4050PSI",USD,3.41,6.767,1285.73,1285.73,ST,DI,265702325,3,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,190.0,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A19030000296,EC415-12L,MT,"MANGUERA HIDRAULICA SAE100R12 DIAM 3/4"" 280BAR/4050PSI",USD,3.41,9.45,4082.31,4082.31,ST,DI,265702325,1,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,431.99,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A20080000084,EC215-24L,MT,"MANGUERA HIDRAULICA SAE100R16 DIAM. INT.1.1/2"" 100 BAR/1450PSI",USD,3.41,10.5,1071,1071,ST,DI,265702325,2,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,102.0,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265131330,N,O,2026-06-30,2026-06-24,3872325.0,PE0000000005,INDUSTRIAL GLOBAL SALES,MANGUERA Y CONEXION,A20080000086,EC415-10L,MT,"MANGUERA HIDRAULICA SAE100R12 DIAM 5/8"" 280BAR/4050PSI",USD,3.41,7.58,1174.82,1174.82,ST,DI,265702325,4,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,TR,83.0,30.5,154.99,2026-09-18 00:00:00,2026-10-18 12:00:00,[2026-09-18 00:00:00-2026-10-18 12:00:00],Cat A,0.060240963855421686
MP,265126014,N,O,2026-06-01,2026-05-28,818712.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A19010000094,NFCC-HCN*******,PZ,VALVE CARTRIDGE SUN,USD,3.421,23.76,950.4,950.4,ST,DI,265702349,10,-1,0.0,Sin Devolución,,,2026-07-17,,MARITIMO,MARITIMO,US,39.5,22.5,40.0,2026-07-17 00:00:00,2026-07-17 00:00:00,[2026-07-17 00:00:00-2026-07-17 00:00:00],Fecha Comex,0.620253164556962
MP,265124043,N,O,2026-05-27,2026-05-26,79751.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A18110001839,CKCB-XCN*******,PZ,CHECK VALVE CARTRIDGE - CKCB XCN,USD,3.42,16.76,8380,8380,ST,DI,265702386,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,US,39.5,22.5,500.0,2026-07-07 12:00:00,2026-07-30 00:00:00,[2026-07-07 12:00:00-2026-07-30 00:00:00],Cat A,0.8734177215189873
MP,265126015,N,O,2026-06-01,2026-05-28,654345.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A18110001839,CKCB-XCN*******,PZ,CHECK VALVE CARTRIDGE - CKCB XCN,USD,3.421,16.76,16760,16760,ST,DI,265702386,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,US,39.5,22.5,1000.0,2026-07-09 12:00:00,2026-08-01 00:00:00,[2026-07-09 12:00:00-2026-08-01 00:00:00],Cat A,0.8227848101265823
MP,265122769,N,C,2026-05-22,2026-05-21,79811.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A18110001837,CBCALHN,PZ,COUNTERBALANCE VALVE CARTRIDGE,USD,3.414,27.76,15268,15268,ST,DI,265702412,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,US,39.5,22.5,550.0,2026-07-02 12:00:00,2026-07-25 00:00:00,[2026-07-02 12:00:00-2026-07-25 00:00:00],Cat A,1.0
MP,265126013,N,O,2026-06-01,2026-05-28,79812.0,PE0000000003,SUN HYDRAULICS CORPORATION,HIDRAULI. COMPONENTE,A18110001837,CBCALHN,PZ,COUNTERBALANCE VALVE CARTRIDGE,USD,3.421,27.76,36004.72,36004.72,ST,DI,265702412,0,-1,0.0,Sin Devolución,,,,,MARITIMO,MARITIMO,US,39.5,22.5,1297.0,2026-07-09 12:00:00,2026-08-01 00:00:00,[2026-07-09 12:00:00-2026-08-01 00:00:00],Cat A,0.8227848101265823
MP,265127256,N,O,2026-06-09,2026-06-05,3853902.0,PE0000000005,INDUSTRIAL GLOBAL SALES,HIDRAULI. COMPONENTE,A18110000637,405AA00484A,PZ,"FLOW REGULATOR P/N 405AA00484A, PRESSURE COMPENSATED",USD,3.418,220.94,7511.96,7511.96,ST,DI,265702413,0,-1,0.0,Sin Devolución,,,2026-07-13,,MARITIMO,MARITIMO,US,39.5,22.5,34.0,2026-07-13 00:00:00,2026-07-13 00:00:00,[2026-07-13 00:00:00-2026-07-13 00:00:00],Fecha Comex,0.7215189873417721
MP,265126803,N,O,2026-06-04,2026-05-20,601839.0,PE0000000191,COMPAÑÍA GENERAL DE LUBRICANTES SA - COGELSA,LUBRICACION MINERIA,A25080000041,NL 4204,CL,ULTRAPLEX XWR 221 G5,USD,3.431,619.2,49536,49536,ST,DI,265702436,0,-1,0.0,Sin Devolución,,,2026-07-21,,MARITIMO,MARITIMO,ES,56.5,30.0,80.0,2026-07-21 00:00:00,2026-07-21 00:00:00,[2026-07-21 00:00:00-2026-07-21 00:00:00],Fecha Comex,0.6637168141592921
MP,265126021,N,O,2026-05-31,2026-05-19,978006.0,PE0000000099,BRUGAROLAS S.A.,LUBRICACION INDUSTRI,A20070000109,9531508,CL,G. BESLUX SULPLEX H-2 BM,EUR,4.025,873.2,36791.71,36791.70999999999999999999999999998,ST,DI,265702486,0,-1,0.0,Sin Devolución,,,2026-07-10,,MARITIMO,MARITIMO,ES,56.5,30.0,36.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8584070796460177
MP,265122100,N,O,2026-05-18,2026-05-13,601238.0,PE0000000191,COMPAÑÍA GENERAL DE LUBRICANTES SA - COGELSA,LUBRICACION INDUSTRI,A20020000148,2052405,CL,PRESOL HM 68,USD,3.434,359.86,8636.64,8636.64,ST,DI,265702510,0,-1,0.0,Sin Devolución,,,2026-07-10,,MARITIMO,MARITIMO,ES,56.5,30.0,24.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8584070796460177
MP,265122100,N,O,2026-05-18,2026-05-13,601238.0,PE0000000191,COMPAÑÍA GENERAL DE LUBRICANTES SA - COGELSA,LUBRICACION INDUSTRI,A20090000188,1038153E,BL,GEAR LUBE 80W90 GL-5 (20),USD,3.434,57.831,1387.94,1387.94,ST,DI,265702510,1,-1,0.0,Sin Devolución,,,2026-07-10,,MARITIMO,MARITIMO,ES,56.5,30.0,24.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8584070796460177
MP,265122100,N,O,2026-05-18,2026-05-13,601238.0,PE0000000191,COMPAÑÍA GENERAL DE LUBRICANTES SA - COGELSA,LUBRICACION INDUSTRI,A21050000102,1033850E,BL,ESTÁNDAR VAREN EP 320,USD,3.434,51.4154,617,617,ST,DI,265702510,2,-1,0.0,Sin Devolución,,,2026-07-10,,MARITIMO,MARITIMO,ES,56.5,30.0,12.0,2026-07-10 00:00:00,2026-07-10 00:00:00,[2026-07-10 00:00:00-2026-07-10 00:00:00],Fecha Comex,0.8584070796460177
MP,265123260,N,O,2026-05-25,2026-05-19,977998.0,PE0000000099,BRUGAROLAS S.A.,LUBRICACION MINERIA,A19020000279,9507345,BL,G. BESLUX ANTISEIZE PASTE-2 (18kg),EUR,4.025,148.68,8352.71,8352.710000000000000000000000000002,ST,DI,265702511,1,-1,0.0,Sin Devolución,,,2026-07-22,,MARITIMO,MARITIMO,ES,56.5,30.0,48.0,2026-07-22 00:00:00,2026-07-22 00:00:00,[2026-07-22 00:00:00-2026-07-22 00:00:00],Fecha Comex,0.6460176991150443
MP,265123260,N,O,2026-05-25,2026-05-19,977998.0,PE0000000099,BRUGAROLAS S.A.,LUBRICACION INDUSTRI,A20070000109,9531508,CL,G. BESLUX SULPLEX H-2 BM,EUR,4.025,873.2,36791.71,36791.70999999999999999999999999998,ST,DI,265702511,0,-1,0.0,Sin Devolución,,,2026-07-22,,MARITIMO,MARITIMO,ES,56.5,30.0,36.0,2026-07-22 00:00:00,2026-07-22 00:00:00,[2026-07-22 00:00:00-2026-07-22 00:00:00],Fecha Comex,0.6460176991150443
MP,265126828,N,O,2026-06-04,2026-05-07,260961.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A24100000016,F/16.03.12-C NE,UN,"BLOW BAR 222/80 E, F/16.03.12-C, PISCIS 3000, NEOX-AMARILLO",EUR,4.183,640,9258.05,9258.05,ST,DI,265702669,0,-1,0.0,Sin Devolución,,,2026-07-20,,MARITIMO,MARITIMO,ES,56.5,30.0,12.0,2026-07-20 00:00:00,2026-07-20 00:00:00,[2026-07-20 00:00:00-2026-07-20 00:00:00],Fecha Comex,0.6814159292035398
MP,265126828,N,O,2026-06-04,2026-05-07,260961.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A24120000118,F/01-16.03.50-A MART,UN,"ZAPATA TAURO, F/01-16.03.50-A, AC. MARTENSITICO-VERDE",EUR,4.183,61,588.27,588.27,ST,DI,265702669,1,-1,0.0,Sin Devolución,,,2026-07-20,,MARITIMO,MARITIMO,ES,56.5,30.0,8.0,2026-07-20 00:00:00,2026-07-20 00:00:00,[2026-07-20 00:00:00-2026-07-20 00:00:00],Fecha Comex,0.6814159292035398
MP,265126828,N,O,2026-06-04,2026-05-07,260961.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A24120000119,F/16.03.04R NE,UN,"BLOW BAR R, F/01-16.03.04, TAURO 30, NEOX-AMARILLA",EUR,4.183,1030,22349.52,22349.52,ST,DI,265702669,2,-1,0.0,Sin Devolución,,,2026-07-20,,MARITIMO,MARITIMO,ES,56.5,30.0,18.0,2026-07-20 00:00:00,2026-07-20 00:00:00,[2026-07-20 00:00:00-2026-07-20 00:00:00],Fecha Comex,0.6814159292035398
MP,265126828,N,O,2026-06-04,2026-05-07,260961.0,PE9652288052,"ACEROS Y SUMINISTROS, S.L.",EQUIPOS TRANS. MATER,A25060000151,F/01-16.10.07 CR18%,UN,"PLACA CUADRADA 1007, F/01-16.10.07, TAURO 30, BAJO CR18%",EUR,4.183,82,988.49,988.49,ST,DI,265702669,4,-1,0.0,Sin Devolución,,,2026-07-20,,MARITIMO,MARITIMO,ES,56.5,30.0,10.0,2026-07-20 00:00:00,2026-07-20 00:00:00,[2026-07-20 00:00:00-2026-07-20 00:00:00],Fecha Comex,0.6814159292035398
